Gene,Non-unique Gene name,Annotation,Bvulgatus_003,Bvulgatus_002,Bvulgatus_001,Bvulgatus_007,Bvulgatus_005,Bvulgatus_004,Bvulgatus_008,Bvulgatus_006,Bvulgatus_009,Bvulgatus_010,Bvulgatus_011,Bvulgatus_012,Bvulgatus_013,Bvulgatus_015,Bvulgatus_014,Bvulgatus_016
group_5073,,hypothetical protein,,,IJAHANFD_02965,DILGGDIB_00200,,,,FDBKJOBC_01971,,,,OLJLFCEF_01087,,KHFKBGOE_03256,,
group_5072,,hypothetical protein,,,IJAHANFD_03980,DILGGDIB_00237,,,,FDBKJOBC_02005,,,,OLJLFCEF_01122,,KHFKBGOE_03291,,
group_5066,,hypothetical protein,,GPOEIMLL_01412,,,,DLCGALLP_04268,BFLOPMGA_04363,,NKLAJGJN_00707,,KCGFLPLG_00856,,,,,
group_5061,,hypothetical protein,,,,,PACOMJFE_01127,,BFLOPMGA_03672,,,,,,AABBIEKD_02478,,MIHLPIAK_01322,FIKBGKBO_01275
group_5054,,hypothetical protein,,,,,,DLCGALLP_03903,BFLOPMGA_00956,,NKLAJGJN_00869,FONGECLK_01242,KCGFLPLG_01009,,,,,
recD,recD,RecBCD enzyme subunit RecD,HEIJGMMO_03593,,IJAHANFD_02715,,,,,FDBKJOBC_03889,,FONGECLK_02408,,,AABBIEKD_03079,,,
group_5010,,hypothetical protein,,,,,PACOMJFE_01273,,BFLOPMGA_00603,,NKLAJGJN_00285,,KCGFLPLG_00284,,,,MIHLPIAK_01468,
group_4979,,hypothetical protein,,,IJAHANFD_03188,,,,BFLOPMGA_02259,FDBKJOBC_02400,,,,OLJLFCEF_03232,,KHFKBGOE_03087,,
group_4977,,hypothetical protein,,,IJAHANFD_03168,,,,BFLOPMGA_02279,FDBKJOBC_02380,,,,OLJLFCEF_03254,,KHFKBGOE_03107,,
group_4903,,hypothetical protein,HEIJGMMO_02042,,IJAHANFD_03627,,,,,FDBKJOBC_03755,,FONGECLK_01147,,,,KHFKBGOE_02431,,
group_4902,,hypothetical protein,HEIJGMMO_02041,,IJAHANFD_03626,,,,,FDBKJOBC_03754,,9_refound_122,,,,KHFKBGOE_02432,,
group_4895,,hypothetical protein,,,IJAHANFD_04033,,,,,,NKLAJGJN_00385,,KCGFLPLG_00449,,AABBIEKD_03477,,,FIKBGKBO_04205
group_4842,,hypothetical protein,,,,,PACOMJFE_02505,DLCGALLP_03311,,,,FONGECLK_01868,,,,,MIHLPIAK_02589,FIKBGKBO_03066
group_4771,,hypothetical protein,,GPOEIMLL_01162,,,PACOMJFE_01032,,,,,,,OLJLFCEF_01324,AABBIEKD_00352,,MIHLPIAK_01227,
group_4747,,hypothetical protein,,,IJAHANFD_03167,,,,BFLOPMGA_02280,FDBKJOBC_02379,,,,OLJLFCEF_03255,,KHFKBGOE_03108,,
group_4723,,hypothetical protein,HEIJGMMO_00415,,IJAHANFD_00257,,,,,FDBKJOBC_00865,,,,,,KHFKBGOE_01259,,FIKBGKBO_03396
group_4688,,hypothetical protein,HEIJGMMO_00881,GPOEIMLL_02092,IJAHANFD_01716,,,,,FDBKJOBC_01453,,,,OLJLFCEF_04092,,,,
group_4664,,hypothetical protein,,1_refound_18_pseudo,,,PACOMJFE_01033,,,,,,,11_refound_154_pseudo,AABBIEKD_00353,,MIHLPIAK_01228,
group_4656,,hypothetical protein,,,,,,DLCGALLP_02635,,FDBKJOBC_02322,NKLAJGJN_01761,,KCGFLPLG_01751,,,KHFKBGOE_00987,,
group_4654,,hypothetical protein,HEIJGMMO_02333,GPOEIMLL_02593,IJAHANFD_02320,,,,,FDBKJOBC_03065,,,,OLJLFCEF_00928,,,,
group_4636,,hypothetical protein,,,,,PACOMJFE_02515,DLCGALLP_03320,,,,FONGECLK_01877,,,,,MIHLPIAK_02599,FIKBGKBO_03057
group_4630,,hypothetical protein,,,,,,DLCGALLP_02626,,FDBKJOBC_02331,NKLAJGJN_01770,,KCGFLPLG_01760,,,KHFKBGOE_00996,,
group_4627,,hypothetical protein,,,,DILGGDIB_03781,,,,,NKLAJGJN_04129,,KCGFLPLG_04122,,,KHFKBGOE_00795,,FIKBGKBO_04157
group_4614,,hypothetical protein,,,,,PACOMJFE_03463,,BFLOPMGA_01933,,,,,,AABBIEKD_03218,,MIHLPIAK_03408,FIKBGKBO_03865
group_4579,,hypothetical protein,,,IJAHANFD_02961,DILGGDIB_00206,,,,FDBKJOBC_01974,,,,OLJLFCEF_01090,,KHFKBGOE_03259,,
group_4574,,hypothetical protein,,,,,PACOMJFE_03471,,BFLOPMGA_01937,,,,,,AABBIEKD_03226,,MIHLPIAK_03416,FIKBGKBO_03857
group_4570,,hypothetical protein,HEIJGMMO_00990,,IJAHANFD_02719,,,,BFLOPMGA_02481,FDBKJOBC_01632,,9_refound_115_pseudo,,,,,,
group_4546,,hypothetical protein,,,,,PACOMJFE_02519,DLCGALLP_03324,,,,FONGECLK_01881,,,,,MIHLPIAK_02603,FIKBGKBO_03052
group_4531,,hypothetical protein,,,,,,DLCGALLP_02549,,FDBKJOBC_02265,NKLAJGJN_01658,,KCGFLPLG_01648,,,KHFKBGOE_00885,,
tatA_1,tatA_1,Sec-independent protein translocase protein TatA,,,,,,DLCGALLP_02544,,FDBKJOBC_02260,NKLAJGJN_01653,,KCGFLPLG_01643,,,KHFKBGOE_00880,,
group_4509,,hypothetical protein,,,IJAHANFD_03193,,,,BFLOPMGA_02254,FDBKJOBC_02405,,,,OLJLFCEF_03226,,KHFKBGOE_03082,,
group_4456,,hypothetical protein,,,,,PACOMJFE_03465,,BFLOPMGA_01935,,,,,,AABBIEKD_03220,,MIHLPIAK_03410,FIKBGKBO_03863
group_4424,,hypothetical protein,,,,,,DLCGALLP_02631,,FDBKJOBC_02326,NKLAJGJN_01765,,KCGFLPLG_01755,,,KHFKBGOE_00991,,
group_4367,,hypothetical protein,,,,,PACOMJFE_02534,DLCGALLP_03339,,,,FONGECLK_01896,,,,,MIHLPIAK_02618,FIKBGKBO_03037
group_4347,,hypothetical protein,,,,,,DLCGALLP_02539,,FDBKJOBC_02255,NKLAJGJN_01648,,KCGFLPLG_01638,,,KHFKBGOE_00875,,
group_4196,,hypothetical protein,,GPOEIMLL_01165,,,PACOMJFE_01029,,,,,,,OLJLFCEF_01327,AABBIEKD_00349,,MIHLPIAK_01224,
group_4195,,hypothetical protein,,GPOEIMLL_00126,,,,,BFLOPMGA_00803,,,,,OLJLFCEF_01786,,KHFKBGOE_02426,,FIKBGKBO_00613
group_4189,,hypothetical protein,,,,,PACOMJFE_02497,DLCGALLP_03303,,,,FONGECLK_01860,,,,,MIHLPIAK_02581,FIKBGKBO_03076
group_4146,,hypothetical protein,,,,,,DLCGALLP_02548,,FDBKJOBC_02264,NKLAJGJN_01657,,KCGFLPLG_01647,,,KHFKBGOE_00884,,
group_4145,,hypothetical protein,,,,,,DLCGALLP_02547,,FDBKJOBC_02263,NKLAJGJN_01656,,KCGFLPLG_01646,,,KHFKBGOE_00883,,
group_4121,,hypothetical protein,,,,,PACOMJFE_01270,,BFLOPMGA_00600,,NKLAJGJN_00282,,KCGFLPLG_00281,,,,MIHLPIAK_01465,
group_4118,,hypothetical protein,,,IJAHANFD_03993,DILGGDIB_00225,,,,FDBKJOBC_01993,,,,OLJLFCEF_01109,,KHFKBGOE_03278,,
group_4110,hup_3,DNA-binding protein HU,,,,,,DLCGALLP_02638,,FDBKJOBC_02319,NKLAJGJN_01758,,KCGFLPLG_01748,,,KHFKBGOE_00984,,
group_4091,,hypothetical protein,,,,,PACOMJFE_02520,DLCGALLP_03325,,,,FONGECLK_01882,,,,,MIHLPIAK_02604,FIKBGKBO_03051
group_4088,,hypothetical protein,,,IJAHANFD_03174,,,,BFLOPMGA_02273,FDBKJOBC_02386,,,,OLJLFCEF_03246,,KHFKBGOE_03101,,
group_4080,,hypothetical protein,,,,,,DLCGALLP_02630,,FDBKJOBC_02327,NKLAJGJN_01766,,KCGFLPLG_01756,,,KHFKBGOE_00992,,
group_4066,,hypothetical protein,,,IJAHANFD_03992,DILGGDIB_00226,,,,FDBKJOBC_01994,,,,OLJLFCEF_01110,,KHFKBGOE_03279,,
group_4051,,hypothetical protein,,,,,,DLCGALLP_02629,,FDBKJOBC_02328,NKLAJGJN_01767,,KCGFLPLG_01757,,,KHFKBGOE_00993,,
group_4030,,hypothetical protein,,,,,,DLCGALLP_02628,,FDBKJOBC_02329,NKLAJGJN_01768,,KCGFLPLG_01758,,,KHFKBGOE_00994,,
group_4029,,hypothetical protein,,,,,,DLCGALLP_02625,,FDBKJOBC_02332,NKLAJGJN_01771,,KCGFLPLG_01761,,,KHFKBGOE_00997,,
group_4028,,hypothetical protein,,,,,,DLCGALLP_02482,,FDBKJOBC_02232,NKLAJGJN_01625,,KCGFLPLG_01614,,,KHFKBGOE_00852,,
group_4009,,hypothetical protein,,,IJAHANFD_02953,DILGGDIB_00214,,,,FDBKJOBC_01982,,,,OLJLFCEF_01098,,KHFKBGOE_03267,,
group_3991,,hypothetical protein,,,,,PACOMJFE_02494,DLCGALLP_03300,,,,FONGECLK_01857,,,,,MIHLPIAK_02578,FIKBGKBO_03078
group_3989,,hypothetical protein,,GPOEIMLL_03873,,,,,,,NKLAJGJN_03840,,KCGFLPLG_03837,OLJLFCEF_04131,,,,FIKBGKBO_02927
group_3933,,hypothetical protein,,,,,,DLCGALLP_02636,,FDBKJOBC_02321,NKLAJGJN_01760,,KCGFLPLG_01750,,,KHFKBGOE_00986,,
group_3932,,hypothetical protein,,,,,,DLCGALLP_02550,,FDBKJOBC_02266,NKLAJGJN_01659,,KCGFLPLG_01649,,,KHFKBGOE_00886,,
group_3930,,hypothetical protein,,,,,PACOMJFE_02500,DLCGALLP_03306,,,,FONGECLK_01863,,,,,MIHLPIAK_02584,FIKBGKBO_03071
group_3911,,hypothetical protein,,GPOEIMLL_03554,,,PACOMJFE_04031,,,,,,,OLJLFCEF_03043,AABBIEKD_00306,,MIHLPIAK_03898,
group_3898,,hypothetical protein,,,,DILGGDIB_03003,PACOMJFE_00735,,,,,,,OLJLFCEF_00052,,KHFKBGOE_03599,MIHLPIAK_00595,
group_3881,,hypothetical protein,,,,,PACOMJFE_01902,DLCGALLP_03178,,,,FONGECLK_02887,,,,,MIHLPIAK_00991,FIKBGKBO_02399
group_3866,,hypothetical protein,,,,DILGGDIB_02731,PACOMJFE_02718,,,,,FONGECLK_02000,,,AABBIEKD_04043,,MIHLPIAK_02802,
group_3865,,hypothetical protein,,,IJAHANFD_02959,DILGGDIB_00208,,,,FDBKJOBC_01976,,,,OLJLFCEF_01092,,KHFKBGOE_03261,,
group_3857,,hypothetical protein,,,,,PACOMJFE_02496,DLCGALLP_03302,,,,FONGECLK_01859,,,,,MIHLPIAK_02580,FIKBGKBO_03077
group_3849,,hypothetical protein,,,,,,DLCGALLP_02627,,FDBKJOBC_02330,NKLAJGJN_01769,,KCGFLPLG_01759,,,KHFKBGOE_00995,,
group_3844,,hypothetical protein,,GPOEIMLL_03555,,,PACOMJFE_04030,,,,,,,OLJLFCEF_03042,AABBIEKD_00305,,MIHLPIAK_03897,
group_3815,,hypothetical protein,,,,,,DLCGALLP_02481,,FDBKJOBC_02231,NKLAJGJN_01624,,KCGFLPLG_01613,,,KHFKBGOE_00851,,
group_3813,,hypothetical protein,,,,DILGGDIB_03019,PACOMJFE_00746,,,,,,,OLJLFCEF_00066,,KHFKBGOE_03616,MIHLPIAK_00584,
group_3781,,hypothetical protein,,,,,,DLCGALLP_02475,,FDBKJOBC_02225,NKLAJGJN_01618,,KCGFLPLG_01607,,,KHFKBGOE_00845,,
group_3762,,hypothetical protein,,GPOEIMLL_03869,IJAHANFD_00965,,,,,FDBKJOBC_00621,,,,OLJLFCEF_00300,,,,FIKBGKBO_02067
group_3755,,hypothetical protein,,,,,,DLCGALLP_02527,,FDBKJOBC_02243,NKLAJGJN_01636,,KCGFLPLG_01625,,,KHFKBGOE_00863,,
group_3737,,hypothetical protein,,,,DILGGDIB_00201,PACOMJFE_02947,,BFLOPMGA_04067,FDBKJOBC_04300,,,,,,,MIHLPIAK_03107,
group_3736,,hypothetical protein,,,IJAHANFD_02957,DILGGDIB_00210,,,,FDBKJOBC_01978,,,,OLJLFCEF_01094,,KHFKBGOE_03263,,
group_3713,,hypothetical protein,,GPOEIMLL_03451,IJAHANFD_00138,,PACOMJFE_02434,,,FDBKJOBC_01314,,,,,,,MIHLPIAK_02518,
group_3672,,hypothetical protein,,,,,PACOMJFE_03455,,BFLOPMGA_01925,,,,,,AABBIEKD_03210,,MIHLPIAK_03400,FIKBGKBO_03873
group_3656,,hypothetical protein,,,,,,DLCGALLP_02546,,FDBKJOBC_02262,NKLAJGJN_01655,,KCGFLPLG_01645,,,KHFKBGOE_00882,,
ssb_2,ssb_2,Single-stranded DNA-binding protein,,,,,PACOMJFE_03459,,BFLOPMGA_01929,,,,,,AABBIEKD_03214,,MIHLPIAK_03404,FIKBGKBO_03869
group_3654,,hypothetical protein,,,,,PACOMJFE_01903,DLCGALLP_03179,,,,FONGECLK_02888,,,,,MIHLPIAK_00990,FIKBGKBO_02398
group_3650,,hypothetical protein,,,IJAHANFD_03175,,,,BFLOPMGA_02272,FDBKJOBC_02387,,,,OLJLFCEF_03245,,KHFKBGOE_03100,,
group_3636,,Single-stranded DNA-binding protein,,,,,PACOMJFE_02498,DLCGALLP_03304,,,,FONGECLK_01861,,,,,MIHLPIAK_02582,FIKBGKBO_03073
group_3628,,Single-stranded DNA-binding protein,,,,,,DLCGALLP_02632,,FDBKJOBC_02325,NKLAJGJN_01764,,KCGFLPLG_01754,,,KHFKBGOE_00990,,
group_3627,,hypothetical protein,,,,,,DLCGALLP_02525,,FDBKJOBC_02241,NKLAJGJN_01634,,KCGFLPLG_01623,,,KHFKBGOE_00861,,
group_3621,,hypothetical protein,HEIJGMMO_02117,,IJAHANFD_00790,DILGGDIB_01724,,,,FDBKJOBC_00436,,,,,AABBIEKD_02852,,,
group_3600,,hypothetical protein,,,,,PACOMJFE_02552,DLCGALLP_03354,,,,FONGECLK_01911,,,,,MIHLPIAK_02636,FIKBGKBO_04132
group_3593,,hypothetical protein,,,,,,DLCGALLP_02637,,FDBKJOBC_02320,NKLAJGJN_01759,,KCGFLPLG_01749,,,KHFKBGOE_00985,,
group_3560,,hypothetical protein,,,,,PACOMJFE_01898,DLCGALLP_03174,,,,FONGECLK_02883,,,,,MIHLPIAK_00995,FIKBGKBO_02403
group_3556,,hypothetical protein,HEIJGMMO_03365,,IJAHANFD_03951,,,,BFLOPMGA_04102,FDBKJOBC_00364,,,,OLJLFCEF_00165,,,,
rpoA_1,rpoA_1,DNA-directed RNA polymerase subunit alpha,,,,,,DLCGALLP_02484,,FDBKJOBC_02234,NKLAJGJN_01627,,KCGFLPLG_01616,,,KHFKBGOE_00854,,
group_3446,,hypothetical protein,,,,,PACOMJFE_01938,DLCGALLP_03215,,,,FONGECLK_02924,,,,,MIHLPIAK_00955,FIKBGKBO_02363
yjaB,yjaB,Peptidyl-lysine N-acetyltransferase YjaB,HEIJGMMO_01955,GPOEIMLL_01676,IJAHANFD_01327,,,,,FDBKJOBC_01590,,,,OLJLFCEF_01724,,,,
group_3439,,hypothetical protein,,,,,,,,,NKLAJGJN_02673,,KCGFLPLG_02745,,AABBIEKD_01822,KHFKBGOE_02947,,FIKBGKBO_01366
group_3405,,hypothetical protein,HEIJGMMO_03266,,IJAHANFD_03312,,,,,FDBKJOBC_03907,,,,,,KHFKBGOE_04370,,FIKBGKBO_02009
group_3377,,hypothetical protein,,GPOEIMLL_03551,,,PACOMJFE_04034,,,,,,,OLJLFCEF_03046,AABBIEKD_00309,,MIHLPIAK_03901,
group_3333,,hypothetical protein,,,,,,DLCGALLP_02536,,FDBKJOBC_02252,NKLAJGJN_01645,,KCGFLPLG_01635,,,KHFKBGOE_00872,,
group_3331,,hypothetical protein,,,,,,DLCGALLP_02479,,FDBKJOBC_02229,NKLAJGJN_01622,,KCGFLPLG_01611,,,KHFKBGOE_00849,,
group_3325,,hypothetical protein,,,,,PACOMJFE_01126,,BFLOPMGA_03671,,,,,,AABBIEKD_02477,,MIHLPIAK_01321,FIKBGKBO_01276
group_3317,,hypothetical protein,,,,,PACOMJFE_03458,,BFLOPMGA_01928,,,,,,AABBIEKD_03213,,MIHLPIAK_03403,FIKBGKBO_03870
group_3314,,hypothetical protein,,GPOEIMLL_03452,IJAHANFD_00139,,PACOMJFE_02435,,,FDBKJOBC_01315,,,,,,,MIHLPIAK_02519,
group_3303,,hypothetical protein,,,,,PACOMJFE_03570,,,,,9_refound_121,,,12_refound_168,,MIHLPIAK_03466,FIKBGKBO_03624
group_3281,,hypothetical protein,,,IJAHANFD_02949,DILGGDIB_00218,,,,FDBKJOBC_01986,,,,OLJLFCEF_01102,,KHFKBGOE_03271,,
group_3259,,hypothetical protein,,,,,PACOMJFE_01937,DLCGALLP_03214,,,,FONGECLK_02923,,,,,MIHLPIAK_00956,FIKBGKBO_02364
group_3244,,hypothetical protein,,,,,PACOMJFE_02516,DLCGALLP_03321,,,,FONGECLK_01878,,,,,MIHLPIAK_02600,FIKBGKBO_03056
group_3221,,hypothetical protein,,,,,,DLCGALLP_03908,BFLOPMGA_00949,,NKLAJGJN_00877,FONGECLK_01249,KCGFLPLG_01001,,,,,
group_3220,,hypothetical protein,,,,,,DLCGALLP_02532,,FDBKJOBC_02248,NKLAJGJN_01641,,KCGFLPLG_01631,,,KHFKBGOE_00868,,
group_3219,,hypothetical protein,,,,,PACOMJFE_03453,,BFLOPMGA_01923,,,,,,AABBIEKD_03208,,MIHLPIAK_03398,FIKBGKBO_03875
group_3180,,hypothetical protein,,,,,PACOMJFE_02531,DLCGALLP_03336,,,,FONGECLK_01893,,,,,MIHLPIAK_02615,FIKBGKBO_03040
group_3179,,hypothetical protein,,,,,PACOMJFE_02518,DLCGALLP_03323,,,,FONGECLK_01880,,,,,MIHLPIAK_02602,FIKBGKBO_03053
group_3169,,hypothetical protein,,,IJAHANFD_03166,,,,BFLOPMGA_02281,FDBKJOBC_02378,,,,OLJLFCEF_03256,,KHFKBGOE_03109,,
group_3154,,hypothetical protein,,,IJAHANFD_03171,,,,BFLOPMGA_02276,FDBKJOBC_02383,,,,OLJLFCEF_03250,,KHFKBGOE_03104,,
group_3131,,hypothetical protein,,,,,PACOMJFE_01944,DLCGALLP_03221,,,,FONGECLK_02930,,,,,MIHLPIAK_00949,FIKBGKBO_02357
group_3114,,hypothetical protein,,,IJAHANFD_03179,,,,BFLOPMGA_02268,FDBKJOBC_02391,,,,OLJLFCEF_03241,,KHFKBGOE_03096,,
group_3106,,hypothetical protein,,,IJAHANFD_03173,,,,BFLOPMGA_02274,FDBKJOBC_02385,,,,OLJLFCEF_03247,,KHFKBGOE_03102,,
group_3079,,hypothetical protein,,,,,,DLCGALLP_02530,,FDBKJOBC_02246,NKLAJGJN_01639,,KCGFLPLG_01629,,,KHFKBGOE_00866,,
group_3056,,hypothetical protein,,,,DILGGDIB_03005,PACOMJFE_00737,,,,,,,OLJLFCEF_00054,,KHFKBGOE_03602,MIHLPIAK_00593,
group_3044,,hypothetical protein,,,,,,DLCGALLP_02633,,FDBKJOBC_02324,NKLAJGJN_01763,,KCGFLPLG_01753,,,KHFKBGOE_00989,,
group_3030,,hypothetical protein,HEIJGMMO_01191,,IJAHANFD_01881,DILGGDIB_00509,,DLCGALLP_01448,,FDBKJOBC_01827,,,,,,,,
group_3028,,hypothetical protein,,,,,PACOMJFE_02499,DLCGALLP_03305,,,,FONGECLK_01862,,,,,MIHLPIAK_02583,FIKBGKBO_03072
group_2946,,hypothetical protein,,,,,PACOMJFE_02546,DLCGALLP_03351,,,,FONGECLK_01908,,,,,MIHLPIAK_02630,FIKBGKBO_03025
group_2935,,hypothetical protein,,,,,PACOMJFE_03051,DLCGALLP_01111,BFLOPMGA_02321,,,,,,AABBIEKD_02596,,MIHLPIAK_03038,
group_2934,,hypothetical protein,,,,DILGGDIB_03018,PACOMJFE_00745,,,,,,,OLJLFCEF_00065,,KHFKBGOE_03615,MIHLPIAK_00585,
group_2912,,hypothetical protein,,,,,PACOMJFE_02538,DLCGALLP_03343,,,,FONGECLK_01900,,,,,MIHLPIAK_02622,FIKBGKBO_03033
group_2897,,hypothetical protein,,,,,PACOMJFE_02543,DLCGALLP_03348,,,,FONGECLK_01905,,,,,MIHLPIAK_02627,FIKBGKBO_03028
group_2847,,hypothetical protein,,,IJAHANFD_02950,DILGGDIB_00217,,,,FDBKJOBC_01985,,,,OLJLFCEF_01101,,KHFKBGOE_03270,,
group_2789,rhaS_8,HTH-type transcriptional activator RhaS,,,,,PACOMJFE_02974,,BFLOPMGA_03970,,,,,OLJLFCEF_02583,,,MIHLPIAK_03080,FIKBGKBO_01390
group_2763,,hypothetical protein,,,,,PACOMJFE_01913,DLCGALLP_03190,,,,FONGECLK_02899,,,,,MIHLPIAK_00980,FIKBGKBO_02387
group_2732,,hypothetical protein,,,,DILGGDIB_03007,PACOMJFE_00739,,,,,,,OLJLFCEF_00056,,KHFKBGOE_03604,MIHLPIAK_00591,
group_2730,,hypothetical protein,,,IJAHANFD_02954,DILGGDIB_00213,,,,FDBKJOBC_01981,,,,OLJLFCEF_01097,,KHFKBGOE_03266,,
group_2727,,hypothetical protein,,GPOEIMLL_03560,,,PACOMJFE_04025,,,,,,,OLJLFCEF_03037,AABBIEKD_00300,,MIHLPIAK_03892,
group_2706,,hypothetical protein,,,IJAHANFD_02956,DILGGDIB_00211,,,,FDBKJOBC_01979,,,,OLJLFCEF_01095,,KHFKBGOE_03264,,
group_2702,,hypothetical protein,,GPOEIMLL_03558,,,PACOMJFE_04027,,,,,,,OLJLFCEF_03039,AABBIEKD_00302,,MIHLPIAK_03894,
group_2689,,hypothetical protein,,,,,PACOMJFE_02971,,BFLOPMGA_03967,,,,,OLJLFCEF_02586,,,MIHLPIAK_03083,FIKBGKBO_01393
group_2667,,hypothetical protein,HEIJGMMO_03668,,IJAHANFD_04017,DILGGDIB_03860,,DLCGALLP_01171,,FDBKJOBC_04277,,,,,,,,
group_2662,,hypothetical protein,,,,,PACOMJFE_02528,DLCGALLP_03333,,,,FONGECLK_01890,,,,,MIHLPIAK_02612,FIKBGKBO_03043
group_2625,,hypothetical protein,,,IJAHANFD_03197,,,,BFLOPMGA_02250,FDBKJOBC_02409,,,,OLJLFCEF_03222,,KHFKBGOE_03078,,
group_2588,,hypothetical protein,,,IJAHANFD_03198,,,,BFLOPMGA_02249,FDBKJOBC_02410,,,,OLJLFCEF_03221,,KHFKBGOE_03077,,
group_2579,,hypothetical protein,,,,,,DLCGALLP_02531,,FDBKJOBC_02247,NKLAJGJN_01640,,KCGFLPLG_01630,,,KHFKBGOE_00867,,
group_2571,,hypothetical protein,,,IJAHANFD_03165,,,,BFLOPMGA_02282,FDBKJOBC_02377,,,,OLJLFCEF_03257,,KHFKBGOE_03110,,
group_2527,,hypothetical protein,,,,,,DLCGALLP_02634,,FDBKJOBC_02323,NKLAJGJN_01762,,KCGFLPLG_01752,,,KHFKBGOE_00988,,
cysQ_2,cysQ_2,3'(2')5'-bisphosphate nucleotidase CysQ,,,,,,DLCGALLP_03914,BFLOPMGA_00943,,NKLAJGJN_00883,FONGECLK_01255,KCGFLPLG_00995,,,,,
group_2511,,hypothetical protein,,,,,PACOMJFE_02530,DLCGALLP_03335,,,,FONGECLK_01892,,,,,MIHLPIAK_02614,FIKBGKBO_03041
group_2494,,hypothetical protein,,,,,PACOMJFE_03457,,BFLOPMGA_01927,,,,,,AABBIEKD_03212,,MIHLPIAK_03402,FIKBGKBO_03871
group_2447,,hypothetical protein,,,,,,DLCGALLP_02486,,FDBKJOBC_02236,NKLAJGJN_01629,,KCGFLPLG_01618,,,KHFKBGOE_00856,,
group_2437,,hypothetical protein,,,,,PACOMJFE_01908,DLCGALLP_03184,,,,FONGECLK_02893,,,,,MIHLPIAK_00985,FIKBGKBO_02393
group_2428,,hypothetical protein,,GPOEIMLL_03553,,,PACOMJFE_04032,,,,,,,OLJLFCEF_03044,AABBIEKD_00307,,MIHLPIAK_03899,
group_2411,,hypothetical protein,,,IJAHANFD_03995,DILGGDIB_00223,,,,FDBKJOBC_01991,,,,OLJLFCEF_01107,,KHFKBGOE_03276,,
kpsU_1,kpsU_1,3-deoxy-manno-octulosonate cytidylyltransferase,,,,,,DLCGALLP_03916,BFLOPMGA_00941,,NKLAJGJN_00885,FONGECLK_01257,KCGFLPLG_00993,,,,,
group_2377,soj_3,Sporulation initiation inhibitor protein Soj,,,,,PACOMJFE_01930,DLCGALLP_03207,,,,FONGECLK_02916,,,,,MIHLPIAK_00963,FIKBGKBO_02371
rsrIM_1,rsrIM_1,Modification methylase RsrI,,,,,,DLCGALLP_02487,,FDBKJOBC_02237,NKLAJGJN_01630,,KCGFLPLG_01619,,,KHFKBGOE_00857,,
group_2370,,hypothetical protein,,,,,PACOMJFE_02535,DLCGALLP_03340,,,,FONGECLK_01897,,,,,MIHLPIAK_02619,FIKBGKBO_03036
group_2360,,hypothetical protein,,GPOEIMLL_03550,,,PACOMJFE_04035,,,,,,,OLJLFCEF_03047,AABBIEKD_00310,,MIHLPIAK_03902,
group_2345,,hypothetical protein,,,,,,DLCGALLP_02488,,FDBKJOBC_02238,NKLAJGJN_01631,,KCGFLPLG_01620,,,KHFKBGOE_00858,,
group_2337,,hypothetical protein,,,,,PACOMJFE_01910,DLCGALLP_03187,,,,FONGECLK_02896,,,,,MIHLPIAK_00983,FIKBGKBO_02390
rsrIM,rsrIM,Modification methylase RsrI,,,,,PACOMJFE_01909,DLCGALLP_03186,,,,FONGECLK_02895,,,,,MIHLPIAK_00984,FIKBGKBO_02391
group_2330,,hypothetical protein,,,,DILGGDIB_03006,PACOMJFE_00738,,,,,,,OLJLFCEF_00055,,KHFKBGOE_03603,MIHLPIAK_00592,
group_2329,rfbF,Glucose-1-phosphate cytidylyltransferase,HEIJGMMO_03268,,IJAHANFD_03310,,,,,FDBKJOBC_03909,,,,,,KHFKBGOE_04372,,FIKBGKBO_02011
group_2324,,hypothetical protein,,,,,PACOMJFE_02972,,BFLOPMGA_03968,,,,,OLJLFCEF_02585,,,MIHLPIAK_03082,FIKBGKBO_01392
group_2305,,hypothetical protein,,,,,PACOMJFE_03461,,BFLOPMGA_01931,,,,,,AABBIEKD_03216,,MIHLPIAK_03406,FIKBGKBO_03867
group_2283,,hypothetical protein,,,,,PACOMJFE_01271,,BFLOPMGA_00601,,NKLAJGJN_00283,,KCGFLPLG_00282,,,,MIHLPIAK_01466,
rfbF,rfbF,Glucose-1-phosphate cytidylyltransferase,,,,,,DLCGALLP_03907,BFLOPMGA_00950,,NKLAJGJN_00876,FONGECLK_01248,KCGFLPLG_01002,,,,,
tatC2,tatC2,Sec-independent protein translocase protein TatCy,,,,,,DLCGALLP_02545,,FDBKJOBC_02261,NKLAJGJN_01654,,KCGFLPLG_01644,,,KHFKBGOE_00881,,
group_2242,,hypothetical protein,,,,,PACOMJFE_01948,DLCGALLP_03225,,,,FONGECLK_02934,,,,,MIHLPIAK_00945,FIKBGKBO_02353
group_2241,,hypothetical protein,,,,,PACOMJFE_00646,,,,NKLAJGJN_01242,,KCGFLPLG_01085,,,,MIHLPIAK_00683,FIKBGKBO_01802
group_2226,,hypothetical protein,,,,DILGGDIB_03002,PACOMJFE_00734,,,,,,,OLJLFCEF_00051,,KHFKBGOE_03598,MIHLPIAK_00596,
group_2213,dpnA,Modification methylase DpnIIB,,,,,,DLCGALLP_02528,,FDBKJOBC_02244,NKLAJGJN_01637,,KCGFLPLG_01626,,,KHFKBGOE_00864,,
